t,x,y,z
32.57,-3.16094,-5.07805,16.6658
32.58,-3.3587,-5.39956,16.3957
32.59,-3.56963,-5.75,16.1548
32.6,-3.79529,-6.13066,15.9455
32.61,-4.03721,-6.5428,15.7708
32.62,-4.29691,-6.98761,15.6339
32.63,-4.57583,-7.46606,15.5388
32.64,-4.87541,-7.97887,15.49
32.65,-5.19695,-8.52632,15.4925
32.66,-5.54166,-9.10815,15.552
32.67,-5.91055,-9.72332,15.6748
32.68,-6.30442,-10.3698,15.8678
32.69,-6.72372,-11.0443,16.1386
32.7,-7.16847,-11.7421,16.4949
32.71,-7.63816,-12.4564,16.945
32.72,-8.13159,-13.1784,17.4967
32.73,-8.64669,-13.8968,18.1574
32.74,-9.1804,-14.5974,18.9333
32.75,-9.72846,-15.2634,19.8288
32.76,-10.2853,-15.875,20.8455
32.77,-10.8438,-16.4098,21.9812
32.78,-11.3954,-16.8438,23.2289
32.79,-11.9299,-17.152,24.5759
32.8,-12.4357,-17.3099,26.0031
32.81,-12.9003,-17.2958,27.4845
32.82,-13.3103,-17.0923,28.9878
32.83,-13.6523,-16.6888,30.4752
32.84,-13.9136,-16.0836,31.9051
32.85,-14.0829,-15.2849,33.2352
32.86,-14.1515,-14.3114,34.4249
32.87,-14.1135,-13.1912,35.4391
32.88,-13.967,-11.9608,36.2508
32.89,-13.7136,-10.6616,36.8431
32.9,-13.3591,-9.33656,37.2099
32.91,-12.9127,-8.02738,37.3564
32.92,-12.3865,-6.77101,37.2968
32.93,-11.7946,-5.59766,37.0528
32.94,-11.1523,-4.52964,36.6504
32.95,-10.4752,-3.58102,36.1179
32.96,-9.77832,-2.75827,35.4835
32.97,-9.07558,-2.06138,34.7732
32.98,-8.3793,-1.48523,34.0102
32.99,-7.69994,-1.02108,33.2141
33,-7.04604,-0.657927,32.4007
33.01,-6.42421,-0.383647,31.5823
33.02,-5.83925,-0.185906,30.7682
33.03,-5.29436,-0.0528003,29.9649
33.04,-4.79133,0.0267095,29.1768
33.05,-4.33079,0.0625442,28.4069
33.06,-3.91242,0.0633925,27.6568
33.07,-3.53517,0.0366939,26.9271
33.08,-3.19744,-0.0113125,26.218
33.09,-2.89723,-0.0754994,25.5294
33.1,-2.63232,-0.151741,24.8607
33.11,-2.40031,-0.236793,24.2113
33.12,-2.19881,-0.328177,23.5805
33.13,-2.0254,-0.424069,22.9678
33.14,-1.87779,-0.523196,22.3726
33.15,-1.75378,-0.624746,21.7941
33.16,-1.65133,-0.728289,21.232
33.17,-1.56858,-0.833713,20.6856
33.18,-1.50383,-0.941163,20.1548
33.19,-1.45557,-1.051,19.6389
33.2,-1.4225,-1.16375,19.1378
33.21,-1.40348,-1.2801,18.6513
33.22,-1.39754,-1.40085,18.179
33.23,-1.40391,-1.52691,17.7208
33.24,-1.42196,-1.65928,17.2767
33.25,-1.45124,-1.79906,16.8466
33.26,-1.49145,-1.94743,16.4305
33.27,-1.54241,-2.10566,16.0284
33.28,-1.60411,-2.27509,15.6406
33.29,-1.67666,-2.45717,15.2674
33.3,-1.76031,-2.65344,14.9089
33.31,-1.85544,-2.86555,14.5658
33.32,-1.96253,-3.09526,14.2386
33.33,-2.08221,-3.34443,13.9282
33.34,-2.21524,-3.61506,13.6354
33.35,-2.36249,-3.90928,13.3616
33.36,-2.52495,-4.22931,13.1081
33.37,-2.70375,-4.57752,12.8767
33.38,-2.90014,-4.95639,12.6696
33.39,-3.11548,-5.36846,12.4894
33.4,-3.35125,-5.81635,12.3392
33.41,-3.60905,-6.30267,12.2225
33.42,-3.89055,-6.82996,12.1438
33.43,-4.19753,-7.40062,12.1081
33.44,-4.53178,-8.01672,12.1214
33.45,-4.89511,-8.67988,12.1907
33.46,-5.2893,-9.39105,12.3239
33.47,-5.71598,-10.1502,12.5301
33.48,-6.17656,-10.9558,12.8196
33.49,-6.67212,-11.8049,13.2038
33.5,-7.2032,-12.6919,13.6949
33.51,-7.76967,-13.6086,14.3063
33.52,-8.37044,-14.5431,15.0511
33.53,-9.0032,-15.4794,15.9423
33.54,-9.66412,-16.3969,16.9916
33.55,-10.3475,-17.2697,18.2077
33.56,-11.0456,-18.0669,19.5951
33.57,-11.7479,-18.7525,21.1519
33.58,-12.4417,-19.2872,22.868
33.59,-13.1114,-19.6301,24.7229
33.6,-13.7391,-19.7414,26.6842
33.61,-14.305,-19.5866,28.7074
33.62,-14.7885,-19.141,30.7365
33.63,-15.1689,-18.3935,32.7068
33.64,-15.4276,-17.3505,34.5491
33.65,-15.549,-16.0375,36.196
33.66,-15.5226,-14.4985,37.5882
33.67,-15.3437,-12.7927,38.6802
33.68,-15.0142,-10.9891,39.4454
33.69,-14.5426,-9.15981,39.8776
33.7,-13.9433,-7.3727,39.9902
33.71,-13.2355,-5.68602,39.813
33.72,-12.4412,-4.14434,39.3871
33.73,-11.584,-2.77699,38.7597
33.74,-10.6874,-1.59854,37.979
33.75,-9.77322,-0.610752,37.0901
33.76,-8.86094,0.194544,36.1323
33.77,-7.96709,0.832442,35.1382
33.78,-7.10492,1.32213,34.1329
33.79,-6.28452,1.68456,33.135
33.8,-5.51301,1.94073,32.1574
33.81,-4.79487,2.11048,31.208
33.82,-4.13236,2.21181,30.2916
33.83,-3.52592,2.26052,29.41
33.84,-2.97454,2.27016,28.5635
33.85,-2.47613,2.25208,27.7511
33.86,-2.02784,2.2156,26.9713
33.87,-1.62625,2.16829,26.2221
33.88,-1.26765,2.11619,25.5016
33.89,-0.948179,2.06401,24.8077
33.9,-0.663922,2.01543,24.1388
33.91,-0.411049,1.97324,23.4931
33.92,-0.18586,1.93951,22.8692
33.93,0.0151642,1.91581,22.2658
33.94,0.195335,1.90326,21.6819
33.95,0.357738,1.90266,21.1166
33.96,0.505234,1.91462,20.5691
33.97,0.640457,1.93959,20.0387
33.98,0.765832,1.97792,19.525
33.99,0.883584,2.02995,19.0276
34,0.995757,2.096,18.546
34.01,1.10423,2.17644,18.0801
34.02,1.21076,2.2717,17.6298
34.03,1.31694,2.38231,17.1949
34.04,1.42432,2.50888,16.7755
34.05,1.53432,2.65214,16.3717
34.06,1.64834,2.81298,15.9838
34.07,1.76769,2.99238,15.6121
34.08,1.89371,3.1915,15.2571
34.09,2.02768,3.41163,14.9195
34.1,2.17094,3.65424,14.6001
34.11,2.32479,3.92092,14.2999
34.12,2.49062,4.21343,14.0202
34.13,2.66983,4.53367,13.7626
34.14,2.86389,4.88368,13.529
34.15,3.07431,5.2656,13.3216
34.16,3.30268,5.68164,13.1432
34.17,3.55066,6.13406,12.9971
34.18,3.81994,6.62509,12.887
34.19,4.11228,7.15684,12.8176
34.2,4.42945,7.73122,12.794
34.21,4.77322,8.34974,12.8223
34.22,5.14531,9.01336,12.9097
34.23,5.54734,9.72224,13.0642
34.24,5.98072,10.4755,13.2948
34.25,6.4466,11.2706,13.6117
34.26,6.94567,12.1034,14.0258
34.27,7.47806,12.9671,14.549
34.28,8.0431,13.852,15.1933
34.29,8.63909,14.7451,15.9708
34.3,9.26307,15.6291,16.8927
34.31,9.91049,16.4823,17.968
34.32,10.575,17.2783,19.2026
34.33,11.2479,17.9864,20.5975
34.34,11.9186,18.5718,22.147
34.35,12.5738,18.9976,23.837
34.36,13.1978,19.2266,25.6433
34.37,13.7734,19.2245,27.5308
34.38,14.2817,18.9636,29.4537
34.39,14.7034,18.4263,31.3569
34.4,15.0204,17.6094,33.1788
34.41,15.2163,16.5256,34.8565
34.42,15.2788,15.2051,36.3304
34.43,15.1999,13.6935,37.5506
34.44,14.9778,12.0486,38.4813
34.45,14.6164,10.3348,39.1044
34.46,14.1257,8.6169,39.4199
34.47,13.5204,6.95465,39.4445
34.48,12.8193,5.3977,39.2086
34.49,12.0433,3.98303,38.7513
34.5,11.2145,2.73395,38.116
34.51,10.3542,1.66097,37.3457
34.52,9.48212,0.763685,36.4807
34.53,8.61585,0.0333635,35.5555
34.54,7.77003,-0.544427,34.5986
34.55,6.95638,-0.987412,33.632
34.56,6.18376,-1.31466,32.672
34.57,5.45835,-1.54511,31.7299
34.58,4.78399,-1.69663,30.8129
34.59,4.16255,-1.78539,29.9252
34.6,3.59425,-1.82559,29.0686
34.61,3.07805,-1.82942,28.2435
34.62,2.61195,-1.80709,27.4493
34.63,2.19325,-1.76704,26.6847
34.64,1.81878,-1.71609,25.9481
34.65,1.4851,-1.65969,25.2378
34.66,1.18862,-1.6021,24.5522
34.67,0.925762,-1.54664,23.8898
34.68,0.692987,-1.49578,23.249
34.69,0.486903,-1.4514,22.6287
34.7,0.304285,-1.41483,22.0277
34.71,0.142108,-1.38702,21.445
34.72,-0.00244097,-1.36863,20.8797
34.73,-0.131959,-1.36011,20.3312
34.74,-0.248831,-1.36175,19.7988
34.75,-0.355237,-1.37375,19.2819
34.76,-0.453166,-1.39627,18.78
34.77,-0.544433,-1.42944,18.2928
34.78,-0.630694,-1.47344,17.8199
34.79,-0.713464,-1.52846,17.3609
34.8,-0.794139,-1.59478,16.9157
34.81,-0.874007,-1.67274,16.484
34.82,-0.954275,-1.76279,16.0657
34.83,-1.03608,-1.86546,15.6608
34.84,-1.12051,-1.98141,15.2692
34.85,-1.2086,-2.11141,14.8909
34.86,-1.30141,-2.25638,14.5261
34.87,-1.39994,-2.41736,14.175
34.88,-1.50524,-2.59554,13.8379
34.89,-1.61836,-2.79227,13.5153
34.9,-1.74039,-3.00905,13.2077
34.91,-1.87248,-3.24756,12.9159
34.92,-2.01582,-3.50964,12.6408
34.93,-2.17168,-3.7973,12.3836
34.94,-2.34141,-4.11273,12.1458
34.95,-2.52644,-4.45828,11.9291
34.96,-2.7283,-4.83647,11.7356
34.97,-2.94863,-5.24993,11.568
34.98,-3.18916,-5.70143,11.4294
34.99,-3.45171,-6.19377,11.3235
35,-3.73822,-6.72973,11.2547
35.01,-4.05069,-7.31199,11.2283
35.02,-4.39117,-7.94298,11.2504
35.03,-4.76174,-8.62471,11.3284
35.04,-5.16443,-9.35851,11.4706
35.05,-5.60117,-10.1448,11.6867
35.06,-6.07368,-10.9825,11.9877
35.07,-6.58332,-11.8689,12.3858
35.08,-7.13098,-12.7988,12.8945
35.09,-7.71679,-13.7639,13.5284
35.1,-8.33994,-14.7523,14.3023
35.11,-8.99831,-15.7473,15.231
35.12,-9.68818,-16.7271,16.3281
35.13,-10.4038,-17.6641,17.6043
35.14,-11.1371,-18.5247,19.0658
35.15,-11.8773,-19.2697,20.7121
35.16,-12.6105,-19.8554,22.5336
35.17,-13.3202,-20.2359,24.5089
35.18,-13.9868,-20.3664,26.6035
35.19,-14.5886,-20.2076,28.7686
35.2,-15.1028,-19.7307,30.9425
35.21,-15.5068,-18.923,33.0528
35.22,-15.7796,-17.7912,35.0224
35.23,-15.9042,-16.3643,36.7756
35.24,-15.8688,-14.6925,38.2465
35.25,-15.6685,-12.8433,39.3857
35.26,-15.3059,-10.8948,40.1653
35.27,-14.7908,-8.92797,40.5811
35.28,-14.1398,-7.01808,40.6514
35.29,-13.3743,-5.22846,40.4122
35.3,-12.5192,-3.60618,39.9121
35.31,-11.6004,-2.18066,39.2049
35.32,-10.6435,-0.964657,38.3445
35.33,-9.67209,0.0430946,37.3806
35.34,-8.70683,0.854405,36.3553
35.35,-7.76498,1.48806,35.3028
35.36,-6.86015,1.96665,34.2487
35.37,-6.00242,2.31403,33.2113
35.38,-5.19865,2.55353,32.2027
35.39,-4.45292,2.70678,31.23
35.4,-3.76695,2.79306,30.2967
35.41,-3.1406,2.82908,29.4038
35.42,-2.57228,2.82894,28.5504
35.43,-2.05932,2.80433,27.7348
35.44,-1.59831,2.76477,26.9549
35.45,-1.18535,2.71789,26.208
35.46,-0.816248,2.6697,25.4919
35.47,-0.486725,2.62492,24.8042
35.48,-0.192509,2.58714,24.1428
35.49,0.0705669,2.55911,23.506
35.5,0.306498,2.54289,22.8923
35.51,0.519067,2.54,22.3003
35.52,0.711826,2.55159,21.729
35.53,0.888079,2.5785,21.1775
35.54,1.05089,2.62139,20.6451
35.55,1.20308,2.68082,20.1314
35.56,1.34727,2.75727,19.6359
35.57,1.48585,2.85121,19.1584
35.58,1.62105,2.96317,18.6988
35.59,1.75494,3.09371,18.2572
35.6,1.88943,3.24349,17.8338
35.61,2.02634,3.41328,17.4288
35.62,2.16737,3.60396,17.0427
35.63,2.31419,3.81653,16.6763
35.64,2.46836,4.05213,16.3303
35.65,2.63145,4.31203,16.0058
35.66,2.80499,4.59762,15.7041
35.67,2.99049,4.9104,15.4267
35.68,3.18948,5.25196,15.1757
35.69,3.4035,5.62398,14.9532
35.7,3.63409,6.02814,14.762
35.71,3.88283,6.46613,14.6052
35.72,4.15128,6.93952,14.4865
35.73,4.441,7.44973,14.4103
35.74,4.75353,7.99788,14.3814
35.75,5.09034,8.58464,14.4056
35.76,5.45282,9.21008,14.4894
35.77,5.84216,9.87343,14.6398
35.78,6.25935,10.5728,14.865
35.79,6.705,11.3049,15.1736
35.8,7.1793,12.0647,15.5749
35.81,7.68183,12.8449,16.0785
35.82,8.21137,13.6356,16.694
35.83,8.76578,14.4241,17.4304
35.84,9.34171,15.1942,18.2954
35.85,9.93445,15.9262,19.2948
35.86,10.5377,16.597,20.4309
35.87,11.1433,17.1803,21.7015
35.88,11.7414,17.6473,23.0986
35.89,12.3203,17.9684,24.6073
35.9,12.8663,18.1146,26.2047
35.91,13.3648,18.0603,27.8593
35.92,13.8002,17.7857,29.532
35.93,14.1568,17.2798,31.1771
35.94,14.4202,16.5427,32.7449
35.95,14.5776,15.587,34.1852
35.96,14.6194,14.4382,35.4515
35.97,14.5401,13.1335,36.5046
35.98,14.3385,11.7188,37.3166
35.99,14.0182,10.2448,37.8723
36,13.5873,8.76281,38.1708
36.01,13.0579,7.32054,38.2236
36.02,12.4453,5.95849,38.0529
36.03,11.7665,4.7079,37.6879
36.04,11.0396,3.58979,37.1622
36.05,10.2824,2.61534,36.5098
36.06,9.51153,1.78702,35.7632
36.07,8.74213,1.10035,34.9513
36.08,7.9871,0.545788,34.0989
36.09,7.25702,0.110544,33.2258
36.1,6.56019,-0.21987,32.3473
36.11,5.90269,-0.460406,31.4749
36.12,5.28863,-0.625591,30.6165
36.13,4.72038,-0.728937,29.7772
36.14,4.19886,-0.782598,28.9603
36.15,3.72383,-0.797216,28.1673
36.16,3.29413,-0.781896,27.3987
36.17,2.90792,-0.744273,26.6543
36.18,2.56286,-0.690632,25.9336
36.19,2.2563,-0.626047,25.2355
36.2,1.98543,-0.55454,24.5591
36.21,1.74734,-0.479226,23.9033
36.22,1.53917,-0.402461,23.2672
36.23,1.3581,-0.325965,22.6497
36.24,1.20149,-0.250941,22.05
36.25,1.06681,-0.17817,21.4674
36.26,0.951749,-0.108097,20.9011
36.27,0.854166,-0.0409034,20.3504
36.28,0.772123,0.0234377,19.8148
36.29,0.70388,0.0851095,19.2938
36.3,0.647883,0.144414,18.7869
36.31,0.602759,0.201743,18.2936
36.32,0.567307,0.257552,17.8135
36.33,0.540487,0.312343,17.3463
36.34,0.521405,0.366651,16.8917
36.35,0.509307,0.421039,16.4492
36.36,0.503562,0.476085,16.0186
36.37,0.503659,0.532386,15.5995
36.38,0.509189,0.590556,15.1919
36.39,0.519845,0.651223,14.7952
36.4,0.535407,0.71504,14.4095
36.41,0.55574,0.782681,14.0343
36.42,0.580789,0.854853,13.6696
36.43,0.610571,0.932297,13.3152
36.44,0.645175,1.0158,12.9708
36.45,0.68476,1.1062,12.6365
36.46,0.729549,1.20439,12.312
36.47,0.779837,1.31135,11.9974
36.48,0.835984,1.42812,11.6926
36.49,0.898419,1.55584,11.3977
36.5,0.967647,1.69575,11.1127
36.51,1.04425,1.84921,10.8379
36.52,1.12887,2.01771,10.5734
36.53,1.22228,2.20288,10.3196
36.54,1.32529,2.40648,10.0771
36.55,1.43884,2.63049,9.84622
36.56,1.56398,2.87703,9.6279
36.57,1.70186,3.14843,9.42308
36.58,1.85374,3.44725,9.23295
36.59,2.02105,3.77623,9.05902
36.6,2.20532,4.13837,8.90312
36.61,2.40825,4.53686,8.76755
36.62,2.63168,4.97513,8.65506
36.63,2.87763,5.45678,8.56904
36.64,3.14826,5.98557,8.5136
36.65,3.44589,6.56532,8.49368
36.66,3.77299,7.19985,8.51524
36.67,4.13214,7.89281,8.58542
36.68,4.52602,8.64748,8.71271
36.69,4.95733,9.46649,8.90714
36.7,5.42872,10.3515,9.18045
36.71,5.94267,11.3025,9.54628
36.72,6.50133,12.3176,10.0202
36.73,7.10635,13.3918,10.6196
36.74,7.75853,14.5163,11.3638
36.75,8.45757,15.6774,12.273
36.76,9.20157,16.8552,13.3679
36.77,9.9866,18.0227,14.6681
36.78,10.8061,19.1444,16.19
36.79,11.6504,20.176,17.9444
36.8,12.5061,21.065,19.9328
36.81,13.3557,21.7517,22.1438
36.82,14.1774,22.173,24.5495
36.83,14.9456,22.267,27.1023
36.84,15.6317,21.9805,29.7337
36.85,16.2052,21.2768,32.3563
36.86,16.6364,20.1438,34.8685
36.87,16.8986,18.6003,37.1637
36.88,16.971,16.6973,39.1416
36.89,16.8413,14.516,40.7204
36.9,16.5069,12.1592,41.8469
36.91,15.9762,9.73923,42.5024
36.92,15.2671,7.36505,42.7027
36.93,14.4056,5.13043,42.493
36.94,13.4231,3.10616,41.9388
36.95,12.3536,1.33672,41.116
36.96,11.2307,-0.158621,40.1009
36.97,10.0856,-1.38177,38.9633
36.98,8.94556,-2.35026,37.7616
36.99,7.83309,-3.09149,36.542
37,6.76564,-3.6378,35.3376
37.01,5.75585,-4.02263,34.1709
37.02,4.81205,-4.27794,33.0553
37.03,3.93885,-4.43265,31.9975
37.04,3.13785,-4.51194,30.9996
37.05,2.4083,-4.53711,30.0603
37.06,1.74768,-4.52571,29.1766
37.07,1.15219,-4.49195,28.3446
37.08,0.617202,-4.44714,27.56
37.09,0.137551,-4.40017,26.8185
37.1,-0.292164,-4.35789,26.1163
37.11,-0.677406,-4.32553,25.45
37.12,-1.02355,-4.30705,24.8167
37.13,-1.3358,-4.30539,24.2139
37.14,-1.61907,-4.32271,23.6398
37.15,-1.87802,-4.36058,23.0927
37.16,-2.11697,-4.42014,22.5716
37.17,-2.33994,-4.50225,22.0758
37.18,-2.55061,-4.60753,21.6049
37.19,-2.7524,-4.73648,21.1586
37.2,-2.94842,-4.88954,20.7372
37.21,-3.14154,-5.0671,20.3411
37.22,-3.33437,-5.26954,19.971
37.23,-3.52934,-5.49727,19.6278
37.24,-3.72867,-5.7507,19.3127
37.25,-3.9344,-6.03024,19.0272
37.26,-4.14844,-6.33628,18.773
37.27,-4.37253,-6.66917,18.5524
37.28,-4.60828,-7.02916,18.3677
37.29,-4.85717,-7.41636,18.2216
37.3,-5.12054,-7.83065,18.1174
37.31,-5.39956,-8.27163,18.0585
37.32,-5.69526,-8.73846,18.0489
37.33,-6.00844,-9.22979,18.0928
37.34,-6.33968,-9.7436,18.1947
37.35,-6.68927,-10.2771,18.3595
37.36,-7.05716,-10.8264,18.5921
37.37,-7.44288,-11.3865,18.8976
37.38,-7.84548,-11.9513,19.2807
37.39,-8.26342,-12.5128,19.7459
37.4,-8.6945,-13.0618,20.2966
37.41,-9.13575,-13.5872,20.9353
37.42,-9.58336,-14.0764,21.6626
37.43,-10.0326,-14.5154,22.477
37.44,-10.4779,-14.8891,23.3744
37.45,-10.9125,-15.1817,24.3474
37.46,-11.3291,-15.3775,25.385
37.47,-11.7194,-15.462,26.4722
37.48,-12.0746,-15.4227,27.5904
37.49,-12.386,-15.25,28.7173
37.5,-12.6446,-14.9391,29.8278
37.51,-12.8423,-14.49,30.8954
37.52,-12.972,-13.9086,31.8929
37.53,-13.0281,-13.2068,32.7947
37.54,-13.0069,-12.4018,33.5781
37.55,-12.907,-11.5156,34.2248
37.56,-12.7293,-10.5734,34.7221
37.57,-12.4773,-9.60178,35.0637
37.58,-12.1564,-8.62728,35.2491
37.59,-11.7742,-7.67454,35.284
37.6,-11.3397,-6.76506,35.1787
37.61,-10.8628,-5.91623,34.9472
37.62,-10.3539,-5.14095,34.6058
37.63,-9.82361,-4.44753,34.172
37.64,-9.28194,-3.8401,33.6628
37.65,-8.7382,-3.31912,33.0947
37.66,-8.20072,-2.88211,32.4824
37.67,-7.67668,-2.52445,31.839
37.68,-7.17206,-2.23999,31.1753
37.69,-6.69166,-2.02177,30.5003
37.7,-6.23912,-1.86248,29.8213
37.71,-5.81704,-1.75489,29.1439
37.72,-5.42711,-1.69209,28.4724
37.73,-5.07022,-1.66777,27.8099
37.74,-4.7466,-1.67624,27.1589
37.75,-4.45597,-1.71256,26.521
37.76,-4.19763,-1.77251,25.8974
37.77,-3.97057,-1.85257,25.2889
37.78,-3.7736,-1.94991,24.6959
37.79,-3.60538,-2.06229,24.119
37.8,-3.46452,-2.18804,23.5584
37.81,-3.34962,-2.32597,23.0143
37.82,-3.25935,-2.47534,22.4869
37.83,-3.19241,-2.63578,21.9764
37.84,-3.14765,-2.80726,21.4832
37.85,-3.12401,-2.99002,21.0075
37.86,-3.12057,-3.18455,20.5497
37.87,-3.13657,-3.39157,20.1104
37.88,-3.17139,-3.61197,19.6902
37.89,-3.22456,-3.84678,19.2896
37.9,-3.29575,-4.09719,18.9098
37.91,-3.38481,-4.36446,18.5516
37.92,-3.4917,-4.64999,18.2163
37.93,-3.61653,-4.95519,17.9053
37.94,-3.75953,-5.28153,17.6203
37.95,-3.92106,-5.6305,17.3634
37.96,-4.10159,-6.00353,17.1366
37.97,-4.30165,-6.40201,16.9428
37.98,-4.52188,-6.82716,16.7849
37.99,-4.76294,-7.28004,16.6663
38,-5.02553,-7.76139,16.5909
38.01,-5.31033,-8.27159,16.5631
38.02,-5.61798,-8.81049,16.5877
38.03,-5.94898,-9.37726,16.6702
38.04,-6.30371,-9.97024,16.8164
38.05,-6.68228,-10.5867,17.0325
38.06,-7.08447,-11.2227,17.3251
38.07,-7.50963,-11.8727,17.7008
38.08,-7.95658,-12.5294,18.1663
38.09,-8.42344,-13.1835,18.7277
38.1,-8.90754,-13.8236,19.3901
38.11,-9.40527,-14.4359,20.1572
38.12,-9.91192,-15.0044,21.0306
38.13,-10.4216,-15.5111,22.009
38.14,-10.9272,-15.9362,23.0874
38.15,-11.4204,-16.2591,24.2565
38.16,-11.8916,-16.4594,25.5018
38.17,-12.3303,-16.5181,26.8035
38.18,-12.7254,-16.4195,28.1365
38.19,-13.0653,-16.1522,29.4711
38.2,-13.3392,-15.7116,30.7738
38.21,-13.5367,-15.1003,32.0096
38.22,-13.6494,-14.3291,33.1435
38.23,-13.671,-13.4172,34.1436
38.24,-13.5979,-12.3908,34.9831
38.25,-13.4299,-11.2815,35.6424
38.26,-13.1697,-10.1243,36.1101
38.27,-12.8233,-8.95453,36.3838
38.28,-12.3993,-7.80566,36.4694
38.29,-11.9085,-6.70707,36.3798
38.3,-11.3633,-5.68261,36.1334
38.31,-10.7768,-4.74972,35.7518
38.32,-10.1622,-3.91947,35.2582
38.33,-9.53236,-3.19694,34.6754
38.34,-8.89888,-2.58214,34.0251
38.35,-8.27224,-2.07107,33.3263
38.36,-7.66135,-1.65684,32.5953
38.37,-7.07351,-1.33068,31.8457
38.38,-6.51443,-1.08284,31.0883
38.39,-5.98836,-0.903334,30.3312
38.4,-5.49818,-0.782417,29.5805
38.41,-5.0456,-0.710979,28.8408
38.42,-4.63135,-0.680756,28.1149
38.43,-4.25534,-0.684456,27.4049
38.44,-3.91684,-0.715786,26.7118
38.45,-3.61466,-0.769439,26.0364
38.46,-3.34724,-0.841036,25.3789
38.47,-3.1128,-0.927044,24.7392
38.48,-2.90944,-1.0247,24.1171
38.49,-2.7352,-1.13189,23.5125
38.5,-2.58814,-1.24713,22.9249
38.51,-2.46639,-1.36939,22.3543
38.52,-2.36817,-1.49811,21.8002
38.53,-2.29185,-1.63306,21.2625
38.54,-2.23594,-1.77435,20.741
38.55,-2.19912,-1.92235,20.2356
38.56,-2.18023,-2.07763,19.7463
38.57,-2.17831,-2.24098,19.2731
38.58,-2.19253,-2.41335,18.8161
38.59,-2.22229,-2.59582,18.3755
38.6,-2.26712,-2.78963,17.9515
38.61,-2.32672,-2.99612,17.5447
38.62,-2.40098,-3.21674,17.1554
38.63,-2.48991,-3.45307,16.7845
38.64,-2.59369,-3.70677,16.4325
38.65,-2.71266,-3.97959,16.1007
38.66,-2.84726,-4.27338,15.7902
38.67,-2.9981,-4.59006,15.5024
38.68,-3.16591,-4.93163,15.2393
38.69,-3.35155,-5.3001,15.0027
38.7,-3.55596,-5.69753,14.7953
38.71,-3.78023,-6.12592,14.6199
38.72,-4.0255,-6.58723,14.4799
38.73,-4.29299,-7.08324,14.3794
38.74,-4.58398,-7.6155,14.3228
38.75,-4.89972,-8.18517,14.3156
38.76,-5.24147,-8.7929,14.3636
38.77,-5.61037,-9.43864,14.4736
38.78,-6.00742,-10.1214,14.6534
38.79,-6.43335,-10.8388,14.9111
38.8,-6.88856,-11.5871,15.2558
38.81,-7.37293,-12.3605,15.6971
38.82,-7.88571,-13.1509,16.2446
38.83,-8.42529,-13.9474,16.9079
38.84,-8.98905,-14.7358,17.6957
38.85,-9.57312,-15.4987,18.6154
38.86,-10.1721,-16.215,19.6713
38.87,-10.7791,-16.8601,20.8646
38.88,-11.3851,-17.4065,22.1909
38.89,-11.9795,-17.8247,23.6399
38.9,-12.5497,-18.0848,25.1934
38.91,-13.0815,-18.1586,26.8252
38.92,-13.5598,-18.022,28.5006
38.93,-13.9687,-17.6582,30.1774
38.94,-14.2927,-17.06,31.8077
38.95,-14.5178,-16.2323,33.3407
38.96,-14.6322,-15.1928,34.7267
38.97,-14.6278,-13.9721,35.9211
38.98,-14.5005,-12.6113,36.8885
38.99,-14.251,-11.1592,37.6055
39,-13.8847,-9.66776,38.0626
39.01,-13.4116,-8.18782,38.2637
39.02,-12.845,-6.76496,38.2253
39.03,-12.2013,-5.43654,37.9728
39.04,-11.4981,-4.23005,37.5379
39.05,-10.7537,-3.16263,36.9551
39.06,-9.98561,-2.24185,36.2582
39.07,-9.21008,-1.46717,35.4789
39.08,-8.44144,-0.831757,34.6447
39.09,-7.69178,-0.324449,33.7785
39.1,-6.97083,0.068538,32.8984
39.11,-6.28601,0.36215,32.0182
39.12,-5.64262,0.571394,31.148
39.13,-5.04405,0.710568,30.2943
39.14,-4.49204,0.792774,29.4617
39.15,-3.98703,0.829655,28.6524
39.16,-3.52833,0.831307,27.8676
39.17,-3.11449,0.80629,27.1074
39.18,-2.7434,0.761728,26.3714
39.19,-2.41258,0.703434,25.6588
39.2,-2.11925,0.63607,24.9686
39.21,-1.86054,0.563298,24.2998
39.22,-1.63352,0.487929,23.6513
39.23,-1.43531,0.412063,23.0222
39.24,-1.26314,0.337212,22.4114
39.25,-1.11439,0.264409,21.8181
39.26,-0.986593,0.194304,21.2416
39.27,-0.877485,0.127239,20.6812
39.28,-0.784991,0.0633173,20.1362
39.29,-0.707231,0.00245993,19.6061
39.3,-0.642523,-0.0555528,19.0903
39.31,-0.589369,-0.111044,18.5885
39.32,-0.546447,-0.164412,18.1001
39.33,-0.512604,-0.216108,17.6248
39.34,-0.48684,-0.266625,17.1622
39.35,-0.468299,-0.316476,16.712
39.36,-0.456255,-0.366199,16.2738
39.37,-0.450105,-0.41634,15.8473
39.38,-0.449355,-0.46746,15.4322
39.39,-0.453611,-0.520131,15.0283
39.4,-0.462574,-0.574937,14.6354
39.41,-0.476026,-0.632478,14.253
39.42,-0.493831,-0.693376,13.8811
39.43,-0.515925,-0.758277,13.5195
39.44,-0.542314,-0.82786,13.1679
39.45,-0.573069,-0.902839,12.8261
39.46,-0.608324,-0.983979,12.4941
39.47,-0.648276,-1.07209,12.1717
39.48,-0.693184,-1.16806,11.8588
39.49,-0.743369,-1.27284,11.5554
39.5,-0.799217,-1.38745,11.2615
